xm_lf,lf2_Sfs,sqrt_h1_h2,h_wf,kn
0.2,14.0,1.4,0.5,0.0002833977740294491
0.2,14.0,1.4,0.6,0.0003809441092932089
0.2,14.0,1.4,0.8,0.0004979997116097204
0.2,14.0,1.4,1.0,0.0005883584221698347
0.2,14.0,1.4,2.0,0.0006561274550899204
0.2,14.0,1.6,0.5,0.00032623194140183936
0.2,14.0,1.6,0.6,0.00043852192123218264
0.2,14.0,1.6,0.8,0.0005732698970285946
0.2,14.0,1.6,1.0,0.0006772858783451231
0.2,14.0,1.6,2.0,0.0007552978643325194
0.2,20.0,0.8,0.5,3.0412175889259903e-05
0.2,20.0,0.8,0.6,4.088013498157763e-05
0.2,20.0,0.8,0.8,5.3441685892358886e-05
0.2,20.0,0.8,1.0,6.313832168313741e-05
0.2,20.0,0.8,2.0,7.04107985262213e-05
0.2,20.0,1.0,0.5,3.65230336614011e-05
0.2,20.0,1.0,0.6,4.9094367711521084e-05
0.2,20.0,1.0,0.8,6.417996857166512e-05
0.2,20.0,1.0,1.0,7.582499379703925e-05
0.2,20.0,1.0,2.0,8.455876271606996e-05
0.2,20.0,1.2,0.5,4.440868865647637e-05
0.2,20.0,1.2,0.6,5.9694288012872376e-05
0.2,20.0,1.2,0.8,7.803700724054727e-05
0.2,20.0,1.2,1.0,9.21962992759457e-05
0.2,20.0,1.2,2.0,0.00010281576830249427
0.2,20.0,1.4,0.5,5.182976925424295e-05
0.2,20.0,1.4,0.6,6.966972606276872e-05
0.2,20.0,1.4,0.8,9.107767423299932e-05
0.2,20.0,1.4,1.0,0.00010760310790826539
0.2,20.0,1.4,2.0,0.00011999718316471481
0.2,20.0,1.6,0.5,5.96635817064108e-05
0.2,20.0,1.6,0.6,8.019995946767546e-05
